iteration,timestamp,short_window,long_window,ma_type,rsi_filter,vol_confirm,atr_sizing,regime_filter,cagr,sharpe,max_dd,sortino,calmar,win_year_pct,ml_accuracy,vol_pct,skewness,kurt,gate_passed,notes,strategy,asset,breakout_window,take_profit,stop_loss,vol_mult,max_hold_bars,n_trades,win_rate,gross_pnl,total_fees,total_slippage,net_pnl
872,2026-09-18T08:02:00.406624,,,,,,,,-18.1798,-31.3227,-1.1085,-14.2643,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.003,2.0,120.0,243.0,14.4,7.874,72.4597,48.3065,-112.8922
873,2026-09-18T08:02:00.492759,,,,,,,,-16.406,-33.6908,-0.9906,-14.4544,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.003,2.5,30.0,217.0,13.36,6.7969,64.7404,43.1603,-101.1037
874,2026-09-18T08:02:00.585107,,,,,,,,-15.4562,-28.6893,-0.9284,-14.0077,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.003,2.5,60.0,207.0,14.49,8.0702,61.7754,41.1836,-94.8888
875,2026-09-18T08:02:00.669340,,,,,,,,-15.4845,-28.7827,-0.9303,-14.0178,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.003,2.5,90.0,207.0,14.49,7.887,61.7759,41.1839,-95.0729
876,2026-09-18T08:02:00.748039,,,,,,,,-15.4845,-28.7827,-0.9303,-14.0178,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.003,2.5,120.0,207.0,14.49,7.887,61.7759,41.1839,-95.0729
877,2026-09-18T08:02:00.831702,,,,,,,,-14.2684,-27.0044,-0.8695,-13.845,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.003,3.0,30.0,187.0,13.9,5.8354,55.8262,37.2175,-87.2083
878,2026-09-18T08:02:00.915308,,,,,,,,-13.7198,-26.5782,-0.8266,-13.7696,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.003,3.0,60.0,180.0,15.0,5.8854,53.7481,35.8321,-83.6948
879,2026-09-18T08:02:01.009105,,,,,,,,-13.7486,-26.7177,-0.8284,-13.7874,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.003,3.0,90.0,180.0,15.0,5.7018,53.7485,35.8324,-83.879
880,2026-09-18T08:02:01.089155,,,,,,,,-13.7486,-26.7177,-0.8284,-13.7874,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.003,3.0,120.0,180.0,15.0,5.7018,53.7485,35.8324,-83.879
881,2026-09-18T08:02:01.171259,,,,,,,,-20.8865,-36.5922,-1.2932,-14.6462,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,1.5,30.0,285.0,14.04,9.5504,84.8964,56.5976,-131.9436
882,2026-09-18T08:02:01.252374,,,,,,,,-19.8023,-33.2848,-1.2185,-14.4241,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,1.5,60.0,271.0,14.76,10.1096,80.7526,53.8351,-124.4781
883,2026-09-18T08:02:01.329295,,,,,,,,-19.5481,-32.7666,-1.2011,-14.3842,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,1.5,90.0,269.0,14.87,10.8695,80.1667,53.4445,-122.7417
884,2026-09-18T08:02:01.407231,,,,,,,,-19.5481,-32.7666,-1.2011,-14.3842,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,1.5,120.0,269.0,14.87,10.8695,80.1667,53.4445,-122.7417
885,2026-09-18T08:02:01.491373,,,,,,,,-18.7734,-33.1131,-1.1485,-14.4111,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,2.0,30.0,253.0,14.23,8.8112,75.4212,50.2808,-116.8908
886,2026-09-18T08:02:01.596646,,,,,,,,-18.1926,-29.8268,-1.1094,-14.1252,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,2.0,60.0,244.0,14.34,8.2708,72.7491,48.4994,-112.9777
887,2026-09-18T08:02:01.690992,,,,,,,,-18.0947,-29.7367,-1.1028,-14.1163,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,2.0,90.0,243.0,14.4,8.4394,72.4562,48.3042,-112.321
888,2026-09-18T08:02:01.765602,,,,,,,,-18.0947,-29.7367,-1.1028,-14.1163,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,2.0,120.0,243.0,14.4,8.4394,72.4562,48.3042,-112.321
889,2026-09-18T08:02:01.849949,,,,,,,,-16.6279,-34.9756,-1.0052,-14.5443,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,2.5,30.0,217.0,13.36,5.3313,64.7382,43.1588,-102.5657
890,2026-09-18T08:02:01.956792,,,,,,,,-15.6448,-29.7411,-0.9407,-14.1167,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,2.5,60.0,207.0,14.49,6.8383,61.7735,41.1823,-96.1175
891,2026-09-18T08:02:02.056237,,,,,,,,-15.673,-29.8419,-0.9426,-14.1267,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,2.5,90.0,207.0,14.49,6.6551,61.774,41.1827,-96.3016
892,2026-09-18T08:02:02.137120,,,,,,,,-15.673,-29.8419,-0.9426,-14.1267,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,2.5,120.0,207.0,14.49,6.6551,61.774,41.1827,-96.3016
893,2026-09-18T08:02:02.215300,,,,,,,,-14.3266,-28.018,-0.8667,-13.9464,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,3.0,30.0,187.0,13.9,5.4602,55.8257,37.2171,-87.5826
894,2026-09-18T08:02:02.298944,,,,,,,,-13.7784,-27.4969,-0.8238,-13.8737,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,3.0,60.0,180.0,15.0,5.5101,53.7476,35.8317,-84.0692
895,2026-09-18T08:02:02.383580,,,,,,,,-13.8072,-27.6469,-0.8256,-13.8915,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,3.0,90.0,180.0,15.0,5.3265,53.748,35.832,-84.2535
896,2026-09-18T08:02:02.464119,,,,,,,,-13.8072,-27.6469,-0.8256,-13.8915,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.006,3.0,120.0,180.0,15.0,5.3265,53.748,35.832,-84.2535
897,2026-09-18T08:02:02.539672,,,,,,,,-20.6587,-36.5736,-1.2774,-14.6451,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,1.5,30.0,284.0,14.08,10.6385,84.6032,56.4021,-130.3668
898,2026-09-18T08:02:02.615368,,,,,,,,-19.5713,-33.1183,-1.2027,-14.4115,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,1.5,60.0,270.0,14.81,11.1984,80.4591,53.6394,-122.9001
899,2026-09-18T08:02:02.699800,,,,,,,,-19.3163,-32.6251,-1.1853,-14.373,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,1.5,90.0,268.0,14.93,11.9586,79.8732,53.2488,-121.1634
900,2026-09-18T08:02:02.773847,,,,,,,,-19.3163,-32.6251,-1.1853,-14.373,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,1.5,120.0,268.0,14.93,11.9586,79.8732,53.2488,-121.1634
901,2026-09-18T08:02:02.848142,,,,,,,,-18.4848,-33.4197,-1.129,-14.4343,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,2.0,30.0,253.0,14.23,10.7656,75.4253,50.2836,-114.9432
902,2026-09-18T08:02:02.927818,,,,,,,,-17.9019,-30.0362,-1.0899,-14.1457,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,2.0,60.0,244.0,14.34,10.2258,72.7531,48.5021,-111.0294
903,2026-09-18T08:02:03.008623,,,,,,,,-17.8037,-29.9594,-1.0833,-14.1382,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,2.0,90.0,243.0,14.4,10.3946,72.4602,48.3068,-110.3725
904,2026-09-18T08:02:03.086138,,,,,,,,-17.8037,-29.9594,-1.0833,-14.1382,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,2.0,120.0,243.0,14.4,10.3946,72.4602,48.3068,-110.3725
905,2026-09-18T08:02:03.174960,,,,,,,,-15.9543,-32.8219,-0.961,-14.3885,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,2.5,30.0,216.0,13.43,9.2751,64.4491,42.9661,-98.1402
906,2026-09-18T08:02:03.254646,,,,,,,,-14.9632,-28.1981,-0.8964,-13.9535,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,2.5,60.0,206.0,14.56,10.784,61.4839,40.9893,-91.6891
907,2026-09-18T08:02:03.338092,,,,,,,,-14.9917,-28.2861,-0.8983,-13.9634,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,2.5,90.0,206.0,14.56,10.6008,61.4844,40.9896,-91.8732
908,2026-09-18T08:02:03.415277,,,,,,,,-14.9917,-28.2861,-0.8983,-13.9634,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,2.5,120.0,206.0,14.56,10.6008,61.4844,40.9896,-91.8732
909,2026-09-18T08:02:03.495853,,,,,,,,-14.3266,-28.018,-0.8667,-13.9464,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,3.0,30.0,187.0,13.9,5.4602,55.8257,37.2171,-87.5826
910,2026-09-18T08:02:03.566608,,,,,,,,-13.7784,-27.4969,-0.8238,-13.8737,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,3.0,60.0,180.0,15.0,5.5101,53.7476,35.8317,-84.0692
911,2026-09-18T08:02:03.643968,,,,,,,,-13.8072,-27.6469,-0.8256,-13.8915,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,3.0,90.0,180.0,15.0,5.3265,53.748,35.832,-84.2535
912,2026-09-18T08:02:03.723400,,,,,,,,-13.8072,-27.6469,-0.8256,-13.8915,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.015,0.01,3.0,120.0,180.0,15.0,5.3265,53.748,35.832,-84.2535
913,2026-09-18T08:02:03.804523,,,,,,,,-20.6486,-35.5759,-1.2767,-14.5835,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,1.5,30.0,281.0,13.88,9.2169,83.7084,55.8056,-130.2971
914,2026-09-18T08:02:03.882651,,,,,,,,-19.7032,-32.9891,-1.2117,-14.4015,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,1.5,60.0,266.0,14.66,8.3028,79.2623,52.8416,-123.8012
915,2026-09-18T08:02:03.965901,,,,,,,,-19.4487,-32.4853,-1.1943,-14.3619,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,1.5,90.0,264.0,14.77,9.0625,78.6763,52.4509,-122.0647
916,2026-09-18T08:02:04.035255,,,,,,,,-19.4487,-32.4853,-1.1943,-14.3619,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,1.5,120.0,264.0,14.77,9.0625,78.6763,52.4509,-122.0647
917,2026-09-18T08:02:04.115370,,,,,,,,-18.4326,-32.2308,-1.1255,-14.3413,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,2.0,30.0,250.0,14.0,9.6288,74.5321,49.6881,-114.5914
918,2026-09-18T08:02:04.201454,,,,,,,,-17.9945,-29.5106,-1.0963,-14.0936,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,2.0,60.0,240.0,14.17,7.6139,71.558,47.7053,-111.6494
919,2026-09-18T08:02:04.281974,,,,,,,,-17.8964,-29.386,-1.0897,-14.0809,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,2.0,90.0,239.0,14.23,7.7825,71.265,47.51,-110.9925
920,2026-09-18T08:02:04.357732,,,,,,,,-17.8964,-29.386,-1.0897,-14.0809,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,2.0,120.0,239.0,14.23,7.7825,71.265,47.51,-110.9925
921,2026-09-18T08:02:04.443275,,,,,,,,-16.0176,-29.9323,-0.9651,-14.1471,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,2.5,30.0,214.0,13.08,7.8688,63.8541,42.5694,-98.5547
922,2026-09-18T08:02:04.526112,,,,,,,,-15.2704,-27.2501,-0.9164,-13.8546,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,2.5,60.0,205.0,14.15,8.2941,61.1848,40.7899,-93.6806
923,2026-09-18T08:02:04.631238,,,,,,,,-15.2987,-27.3347,-0.9182,-13.8649,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,2.5,90.0,205.0,14.15,8.1108,61.1853,40.7902,-93.8647
924,2026-09-18T08:02:04.709095,,,,,,,,-15.2987,-27.3347,-0.9182,-13.8649,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,2.5,120.0,205.0,14.15,8.1108,61.1853,40.7902,-93.8647
925,2026-09-18T08:02:04.793000,,,,,,,,-14.1751,-25.8122,-0.8692,-13.7123,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,3.0,30.0,186.0,13.44,5.9358,55.5271,37.0181,-86.6095
926,2026-09-18T08:02:04.876645,,,,,,,,-13.6345,-25.5845,-0.8263,-13.65,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,3.0,60.0,179.0,14.53,5.9311,53.449,35.6326,-83.1505
927,2026-09-18T08:02:04.960242,,,,,,,,-13.6633,-25.7135,-0.8281,-13.668,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,3.0,90.0,179.0,14.53,5.7476,53.4494,35.6329,-83.3347
928,2026-09-18T08:02:05.041087,,,,,,,,-13.6633,-25.7135,-0.8281,-13.668,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.003,3.0,120.0,179.0,14.53,5.7476,53.4494,35.6329,-83.3347
929,2026-09-18T08:02:05.121588,,,,,,,,-20.8068,-36.1538,-1.2876,-14.6197,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,1.5,30.0,281.0,13.88,8.119,83.7062,55.8041,-131.3913
930,2026-09-18T08:02:05.201146,,,,,,,,-19.8633,-33.7737,-1.2227,-14.4604,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,1.5,60.0,266.0,14.66,7.2044,79.2603,52.8402,-124.8961
931,2026-09-18T08:02:05.279887,,,,,,,,-19.6093,-33.2407,-1.2053,-14.4208,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,1.5,90.0,264.0,14.77,7.9639,78.6742,52.4495,-123.1598
932,2026-09-18T08:02:05.355946,,,,,,,,-19.6093,-33.2407,-1.2053,-14.4208,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,1.5,120.0,264.0,14.77,7.9639,78.6742,52.4495,-123.1598
933,2026-09-18T08:02:05.438803,,,,,,,,-18.6595,-33.0136,-1.1408,-14.4034,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,2.0,30.0,250.0,14.0,8.0915,74.5277,49.6851,-116.1213
934,2026-09-18T08:02:05.519229,,,,,,,,-18.2227,-30.3943,-1.1114,-14.1799,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,2.0,60.0,240.0,14.17,6.0766,71.5538,47.7025,-113.1797
935,2026-09-18T08:02:05.602033,,,,,,,,-18.1248,-30.3047,-1.1048,-14.1714,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,2.0,90.0,239.0,14.23,6.245,71.2608,47.5072,-112.523
936,2026-09-18T08:02:05.678444,,,,,,,,-18.1248,-30.3047,-1.1048,-14.1714,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,2.0,120.0,239.0,14.23,6.245,71.2608,47.5072,-112.523
937,2026-09-18T08:02:05.761913,,,,,,,,-16.2406,-31.0364,-0.9797,-14.2504,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,2.5,30.0,214.0,13.08,6.4029,63.852,42.568,-100.017
938,2026-09-18T08:02:05.845797,,,,,,,,-15.4953,-28.3136,-0.931,-13.9785,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,2.5,60.0,205.0,14.15,6.8276,61.1828,40.7885,-95.1437
939,2026-09-18T08:02:05.933654,,,,,,,,-15.5236,-28.4051,-0.9328,-13.9886,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,2.5,90.0,205.0,14.15,6.6444,61.1833,40.7888,-95.3277
940,2026-09-18T08:02:06.013271,,,,,,,,-15.5236,-28.4051,-0.9328,-13.9886,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,2.5,120.0,205.0,14.15,6.6444,61.1833,40.7888,-95.3277
941,2026-09-18T08:02:06.097556,,,,,,,,-14.2334,-26.7738,-0.8664,-13.813,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,3.0,30.0,186.0,13.44,5.5605,55.5266,37.0177,-86.9838
942,2026-09-18T08:02:06.183147,,,,,,,,-13.6931,-26.4757,-0.8235,-13.7535,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,3.0,60.0,179.0,14.53,5.5559,53.4485,35.6323,-83.5249
943,2026-09-18T08:02:06.269368,,,,,,,,-13.722,-26.6142,-0.8253,-13.7714,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,3.0,90.0,179.0,14.53,5.3723,53.4489,35.6326,-83.7092
944,2026-09-18T08:02:06.342895,,,,,,,,-13.722,-26.6142,-0.8253,-13.7714,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.006,3.0,120.0,179.0,14.53,5.3723,53.4489,35.6326,-83.7092
945,2026-09-18T08:02:06.426700,,,,,,,,-20.4796,-36.0915,-1.265,-14.6159,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,1.5,30.0,280.0,13.93,9.8938,83.4145,55.6096,-129.1303
946,2026-09-18T08:02:06.505063,,,,,,,,-19.5322,-33.4953,-1.2,-14.4399,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,1.5,60.0,265.0,14.72,8.98,78.9682,52.6454,-122.6336
947,2026-09-18T08:02:06.593000,,,,,,,,-19.2771,-33.0001,-1.1827,-14.4024,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,1.5,90.0,263.0,14.83,9.7399,78.3821,52.2547,-120.8969
948,2026-09-18T08:02:06.670597,,,,,,,,-19.2771,-33.0001,-1.1827,-14.4024,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,1.5,120.0,263.0,14.83,9.7399,78.3821,52.2547,-120.8969
949,2026-09-18T08:02:06.752542,,,,,,,,-18.2508,-33.3026,-1.1133,-14.4255,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,2.0,30.0,249.0,14.06,10.3583,74.2361,49.4908,-113.3686
950,2026-09-18T08:02:06.834943,,,,,,,,-17.8117,-30.5866,-1.0838,-14.1979,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,2.0,60.0,239.0,14.23,8.3437,71.2619,47.5079,-110.4262
951,2026-09-18T08:02:06.912225,,,,,,,,-17.7134,-30.5168,-1.0773,-14.1914,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,2.0,90.0,238.0,14.29,8.5123,70.9689,47.3126,-109.7693
952,2026-09-18T08:02:06.990426,,,,,,,,-17.7134,-30.5168,-1.0773,-14.1914,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,2.0,120.0,238.0,14.29,8.5123,70.9689,47.3126,-109.7693
953,2026-09-18T08:02:07.073062,,,,,,,,-15.8197,-30.3527,-0.9522,-14.1879,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,2.5,30.0,213.0,13.15,8.6728,63.5595,42.373,-97.2598
954,2026-09-18T08:02:07.168844,,,,,,,,-15.0707,-27.7559,-0.9034,-13.9154,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,2.5,60.0,204.0,14.22,9.0983,60.89,40.5934,-92.3851
955,2026-09-18T08:02:07.251638,,,,,,,,-15.0991,-27.8422,-0.9052,-13.9254,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,2.5,90.0,204.0,14.22,8.915,60.8905,40.5937,-92.5692
956,2026-09-18T08:02:07.330092,,,,,,,,-15.0991,-27.8422,-0.9052,-13.9254,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,2.5,120.0,204.0,14.22,8.915,60.8905,40.5937,-92.5692
957,2026-09-18T08:02:07.411349,,,,,,,,-14.2334,-26.7738,-0.8664,-13.813,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,3.0,30.0,186.0,13.44,5.5605,55.5266,37.0177,-86.9838
958,2026-09-18T08:02:07.490537,,,,,,,,-13.6931,-26.4757,-0.8235,-13.7535,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,3.0,60.0,179.0,14.53,5.5559,53.4485,35.6323,-83.5249
959,2026-09-18T08:02:07.563687,,,,,,,,-13.722,-26.6142,-0.8253,-13.7714,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,3.0,90.0,179.0,14.53,5.3723,53.4489,35.6326,-83.7092
960,2026-09-18T08:02:07.648492,,,,,,,,-13.722,-26.6142,-0.8253,-13.7714,,,,,,,False,,cex_momentum,SOL/USDT,30.0,0.02,0.01,3.0,120.0,179.0,14.53,5.3723,53.4489,35.6326,-83.7092
1,2026-09-18T08:06:58.727663,20.0,100.0,sma,0.0,0.0,0.0,0.0,16.9356,0.6182,-58.6877,0.9092,0.2886,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
2,2026-09-18T08:06:58.766021,20.0,150.0,sma,0.0,0.0,0.0,0.0,18.1426,0.6447,-63.1837,0.9387,0.2871,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
3,2026-09-18T08:06:58.802452,20.0,200.0,sma,0.0,0.0,0.0,0.0,16.3102,0.6024,-69.3221,0.8704,0.2353,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
4,2026-09-18T08:06:58.838706,20.0,300.0,sma,0.0,0.0,0.0,0.0,25.8866,0.7999,-52.8595,1.2306,0.4897,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
5,2026-09-18T08:06:58.875649,30.0,100.0,sma,0.0,0.0,0.0,0.0,21.5906,0.7302,-53.5936,1.0798,0.4029,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
6,2026-09-18T08:06:58.911883,30.0,150.0,sma,0.0,0.0,0.0,0.0,15.3106,0.5789,-65.526,0.8383,0.2337,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
7,2026-09-18T08:06:58.947318,30.0,200.0,sma,0.0,0.0,0.0,0.0,15.0964,0.5703,-68.2844,0.8272,0.2211,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
8,2026-09-18T08:06:58.984057,30.0,300.0,sma,0.0,0.0,0.0,0.0,19.0647,0.6469,-71.3833,0.9474,0.2671,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
9,2026-09-18T08:06:59.023291,50.0,100.0,sma,0.0,0.0,0.0,0.0,14.0851,0.5448,-62.3872,0.7942,0.2258,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
10,2026-09-18T08:06:59.059847,50.0,150.0,sma,0.0,0.0,0.0,0.0,13.9433,0.5435,-69.546,0.7896,0.2005,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
11,2026-09-18T08:06:59.095302,50.0,200.0,sma,0.0,0.0,0.0,0.0,15.9296,0.5851,-64.319,0.8646,0.2477,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
12,2026-09-18T08:06:59.131782,50.0,300.0,sma,0.0,0.0,0.0,0.0,13.9328,0.5355,-69.9817,0.7774,0.1991,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
13,2026-09-18T08:06:59.168737,75.0,100.0,sma,0.0,0.0,0.0,0.0,14.2384,0.5511,-67.384,0.7994,0.2113,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
14,2026-09-18T08:06:59.205669,75.0,150.0,sma,0.0,0.0,0.0,0.0,16.5288,0.604,-68.7876,0.8888,0.2403,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
15,2026-09-18T08:06:59.241334,75.0,200.0,sma,0.0,0.0,0.0,0.0,12.8549,0.5139,-66.9938,0.7517,0.1919,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
16,2026-09-18T08:06:59.277540,75.0,300.0,sma,0.0,0.0,0.0,0.0,21.9796,0.7282,-52.7753,1.1112,0.4165,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
17,2026-09-18T08:06:59.314478,100.0,150.0,sma,0.0,0.0,0.0,0.0,17.8618,0.6359,-62.8733,0.9323,0.2841,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
18,2026-09-18T08:06:59.351646,100.0,200.0,sma,0.0,0.0,0.0,0.0,16.0038,0.5982,-70.0671,0.9118,0.2284,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
19,2026-09-18T08:06:59.391640,100.0,300.0,sma,0.0,0.0,0.0,0.0,17.2154,0.6223,-60.0891,0.9426,0.2865,,,,,,False,Tier1 auto-loop,btc_sma_crossover,,,,,,,,,,,,
2132,2026-09-18T15:13:37.624813,20,300,sma,True,False,False,False,0.0,nan,0.0,nan,nan,,,,,,False,Tier2 RSI filter rsi<55,btc_sma_crossover,BTC/USD,0,,0.0,0.0,55,14,0.0,,2
2133,2026-09-18T15:13:37.765381,20,300,sma,True,False,False,False,13.7337,0.5981,-49.9903,0.927,0.2747,,,,,,False,Tier2 RSI filter rsi<60,btc_sma_crossover,BTC/USD,2,1.0,26955.5386,326.7927,60,14,33.3333,,2
2134,2026-09-18T15:13:37.905620,20,300,sma,True,False,False,False,26.5245,0.8398,-53.0129,1.3103,0.5003,,,,,,False,Tier2 RSI filter rsi<65,btc_sma_crossover,BTC/USD,3,1.0,95567.195,1010.1335,65,14,55.5556,,2
2135,2026-09-18T15:13:38.051466,20,300,sma,True,False,False,False,27.1267,0.8303,-49.9903,1.2833,0.5426,,,,,,False,Tier2 RSI filter rsi<70,btc_sma_crossover,BTC/USD,4,1.0,101014.5833,2000.29,70,14,55.5556,,2
2136,2026-09-18T15:13:38.193743,75,300,sma,True,False,False,False,22.6385,0.7864,-52.7753,1.2158,0.429,,,,,,False,Tier2 RSI filter rsi<55,btc_sma_crossover,BTC/USD,3,0.6667,88688.3185,1441.7738,55,14,44.4444,,2
2137,2026-09-18T15:13:38.329162,75,300,sma,True,False,False,False,22.6385,0.7864,-52.7753,1.2158,0.429,,,,,,False,Tier2 RSI filter rsi<60,btc_sma_crossover,BTC/USD,3,0.6667,88688.3185,1441.7738,60,14,44.4444,,2
2138,2026-09-18T15:13:38.464597,75,300,sma,True,False,False,False,22.6385,0.7864,-52.7753,1.2158,0.429,,,,,,False,Tier2 RSI filter rsi<65,btc_sma_crossover,BTC/USD,3,0.6667,88688.3185,1441.7738,65,14,44.4444,,2
