iteration,timestamp,breakout_window,take_profit,stop_loss,vol_mult,max_hold_bars,n_trades,win_rate,gross_pnl,total_slippage,total_gas,net_pnl,cagr,sharpe,max_dd,sortino,gate_passed,notes
459,2026-09-18T00:29:21.118752,20,0.15,0.04,2.5,180,51,11.76,116.79,373.98,51.0,-308.2,-16.01,-12.59,-3.0,-10.27,False,
460,2026-09-18T00:29:21.383981,20,0.15,0.04,2.5,240,51,11.76,116.79,373.98,51.0,-308.2,-16.01,-12.59,-3.0,-10.27,False,
461,2026-09-18T00:29:21.638969,20,0.15,0.04,3.0,60,22,4.55,32.07,162.04,22.0,-151.97,-7.96,-10.88,-1.51,-9.2,False,
462,2026-09-18T00:29:21.898075,20,0.15,0.04,3.0,120,22,4.55,32.07,162.04,22.0,-151.97,-7.96,-10.88,-1.51,-9.2,False,
463,2026-09-18T00:29:22.161570,20,0.15,0.04,3.0,180,22,4.55,32.07,162.04,22.0,-151.97,-7.96,-10.88,-1.51,-9.2,False,
464,2026-09-18T00:29:22.427894,20,0.15,0.04,3.0,240,22,4.55,32.07,162.04,22.0,-151.97,-7.96,-10.88,-1.51,-9.2,False,
465,2026-09-18T00:29:22.652300,20,0.15,0.06,1.5,60,569,4.92,423.53,3421.55,569.0,-3567.02,-91.27,-56.03,-34.68,-15.29,False,
466,2026-09-18T00:29:22.896880,20,0.15,0.06,1.5,120,566,5.12,439.49,3412.24,566.0,-3538.76,-91.05,-54.55,-34.39,-15.26,False,
467,2026-09-18T00:29:23.141736,20,0.15,0.06,1.5,180,566,5.12,439.49,3412.24,566.0,-3538.76,-91.05,-54.55,-34.39,-15.26,False,
468,2026-09-18T00:29:23.387067,20,0.15,0.06,1.5,240,566,5.12,439.49,3412.24,566.0,-3538.76,-91.05,-54.55,-34.39,-15.26,False,
469,2026-09-18T00:29:23.645561,20,0.15,0.06,2.0,60,140,6.43,192.16,991.61,140.0,-939.45,-42.06,-24.23,-9.09,-13.35,False,
470,2026-09-18T00:29:23.904309,20,0.15,0.06,2.0,120,140,7.14,208.45,993.19,140.0,-924.74,-41.52,-23.69,-8.94,-13.26,False,
471,2026-09-18T00:29:24.162155,20,0.15,0.06,2.0,180,140,7.14,208.45,993.19,140.0,-924.74,-41.52,-23.69,-8.94,-13.26,False,
472,2026-09-18T00:29:24.419685,20,0.15,0.06,2.0,240,140,7.14,208.45,993.19,140.0,-924.74,-41.52,-23.69,-8.94,-13.26,False,
473,2026-09-18T00:29:24.681180,20,0.15,0.06,2.5,60,51,9.8,100.4,373.19,51.0,-323.79,-16.78,-14.3,-3.16,-10.82,False,
474,2026-09-18T00:29:24.946344,20,0.15,0.06,2.5,120,51,11.76,116.79,373.98,51.0,-308.2,-16.01,-12.59,-3.0,-10.27,False,
475,2026-09-18T00:29:25.210085,20,0.15,0.06,2.5,180,51,11.76,116.79,373.98,51.0,-308.2,-16.01,-12.59,-3.0,-10.27,False,
476,2026-09-18T00:29:25.475886,20,0.15,0.06,2.5,240,51,11.76,116.79,373.98,51.0,-308.2,-16.01,-12.59,-3.0,-10.27,False,
477,2026-09-18T00:29:25.731779,20,0.15,0.06,3.0,60,22,4.55,32.07,162.04,22.0,-151.97,-7.96,-10.88,-1.51,-9.2,False,
478,2026-09-18T00:29:25.986124,20,0.15,0.06,3.0,120,22,4.55,32.07,162.04,22.0,-151.97,-7.96,-10.88,-1.51,-9.2,False,
479,2026-09-18T00:29:26.252533,20,0.15,0.06,3.0,180,22,4.55,32.07,162.04,22.0,-151.97,-7.96,-10.88,-1.51,-9.2,False,
480,2026-09-18T00:29:26.515171,20,0.15,0.06,3.0,240,22,4.55,32.07,162.04,22.0,-151.97,-7.96,-10.88,-1.51,-9.2,False,
481,2026-09-18T00:29:26.764730,30,0.05,0.02,1.5,60,501,4.99,394.54,3092.23,501.0,-3198.68,-88.17,-60.57,-31.11,-15.37,False,
482,2026-09-18T00:29:27.006739,30,0.05,0.02,1.5,120,500,5.2,410.34,3091.52,500.0,-3181.18,-88.0,-59.2,-30.94,-15.34,False,
483,2026-09-18T00:29:27.239416,30,0.05,0.02,1.5,180,500,5.2,410.34,3091.52,500.0,-3181.18,-88.0,-59.2,-30.94,-15.34,False,
484,2026-09-18T00:29:27.475763,30,0.05,0.02,1.5,240,500,5.2,410.34,3091.52,500.0,-3181.18,-88.0,-59.2,-30.94,-15.34,False,
485,2026-09-18T00:29:27.720225,30,0.05,0.02,2.0,60,133,6.77,192.93,945.02,133.0,-885.09,-40.34,-24.27,-8.62,-13.36,False,
486,2026-09-18T00:29:27.986662,30,0.05,0.02,2.0,120,133,7.52,208.7,946.5,133.0,-870.8,-39.8,-23.78,-8.48,-13.28,False,
487,2026-09-18T00:29:28.239858,30,0.05,0.02,2.0,180,133,7.52,208.7,946.5,133.0,-870.8,-39.8,-23.78,-8.48,-13.28,False,
488,2026-09-18T00:29:28.501772,30,0.05,0.02,2.0,240,133,7.52,208.7,946.5,133.0,-870.8,-39.8,-23.78,-8.48,-13.28,False,
489,2026-09-18T00:29:28.762267,30,0.05,0.02,2.5,60,51,9.8,99.67,373.13,51.0,-324.46,-16.82,-15.19,-3.16,-11.05,False,
490,2026-09-18T00:29:29.030812,30,0.05,0.02,2.5,120,51,11.76,115.51,373.89,51.0,-309.39,-16.07,-13.34,-3.01,-10.52,False,
491,2026-09-18T00:29:29.294883,30,0.05,0.02,2.5,180,51,11.76,115.51,373.89,51.0,-309.39,-16.07,-13.34,-3.01,-10.52,False,
492,2026-09-18T00:29:29.555815,30,0.05,0.02,2.5,240,51,11.76,115.51,373.89,51.0,-309.39,-16.07,-13.34,-3.01,-10.52,False,
493,2026-09-18T00:29:29.826776,30,0.05,0.02,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,True,
494,2026-09-18T00:29:30.093041,30,0.05,0.02,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
495,2026-09-18T00:29:30.362887,30,0.05,0.02,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
496,2026-09-18T00:29:30.624798,30,0.05,0.02,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
497,2026-09-18T00:29:30.874796,30,0.05,0.04,1.5,60,501,4.99,394.54,3092.23,501.0,-3198.68,-88.17,-60.57,-31.11,-15.37,False,
498,2026-09-18T00:29:31.118660,30,0.05,0.04,1.5,120,500,5.2,410.34,3091.52,500.0,-3181.18,-88.0,-59.2,-30.94,-15.34,False,
499,2026-09-18T00:29:31.366263,30,0.05,0.04,1.5,180,500,5.2,410.34,3091.52,500.0,-3181.18,-88.0,-59.2,-30.94,-15.34,False,
500,2026-09-18T00:29:31.607250,30,0.05,0.04,1.5,240,500,5.2,410.34,3091.52,500.0,-3181.18,-88.0,-59.2,-30.94,-15.34,False,
501,2026-09-18T00:29:31.868382,30,0.05,0.04,2.0,60,133,6.77,192.93,945.02,133.0,-885.09,-40.34,-24.27,-8.62,-13.36,False,
502,2026-09-18T00:29:32.130589,30,0.05,0.04,2.0,120,133,7.52,208.7,946.5,133.0,-870.8,-39.8,-23.78,-8.48,-13.28,False,
503,2026-09-18T00:29:32.392488,30,0.05,0.04,2.0,180,133,7.52,208.7,946.5,133.0,-870.8,-39.8,-23.78,-8.48,-13.28,False,
504,2026-09-18T00:29:32.648600,30,0.05,0.04,2.0,240,133,7.52,208.7,946.5,133.0,-870.8,-39.8,-23.78,-8.48,-13.28,False,
505,2026-09-18T00:29:32.912805,30,0.05,0.04,2.5,60,51,9.8,99.67,373.13,51.0,-324.46,-16.82,-15.19,-3.16,-11.05,False,
506,2026-09-18T00:29:33.177585,30,0.05,0.04,2.5,120,51,11.76,115.51,373.89,51.0,-309.39,-16.07,-13.34,-3.01,-10.52,False,
507,2026-09-18T00:29:33.442817,30,0.05,0.04,2.5,180,51,11.76,115.51,373.89,51.0,-309.39,-16.07,-13.34,-3.01,-10.52,False,
508,2026-09-18T00:29:33.704151,30,0.05,0.04,2.5,240,51,11.76,115.51,373.89,51.0,-309.39,-16.07,-13.34,-3.01,-10.52,False,
509,2026-09-18T00:29:33.969721,30,0.05,0.04,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
510,2026-09-18T00:29:34.229240,30,0.05,0.04,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
511,2026-09-18T00:29:34.494654,30,0.05,0.04,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
512,2026-09-18T00:29:34.753924,30,0.05,0.04,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
513,2026-09-18T00:29:35.001541,30,0.05,0.06,1.5,60,501,4.99,394.54,3092.23,501.0,-3198.68,-88.17,-60.57,-31.11,-15.37,False,
514,2026-09-18T00:29:35.248888,30,0.05,0.06,1.5,120,500,5.2,410.34,3091.52,500.0,-3181.18,-88.0,-59.2,-30.94,-15.34,False,
515,2026-09-18T00:29:35.498461,30,0.05,0.06,1.5,180,500,5.2,410.34,3091.52,500.0,-3181.18,-88.0,-59.2,-30.94,-15.34,False,
516,2026-09-18T00:29:35.738907,30,0.05,0.06,1.5,240,500,5.2,410.34,3091.52,500.0,-3181.18,-88.0,-59.2,-30.94,-15.34,False,
517,2026-09-18T00:29:35.988564,30,0.05,0.06,2.0,60,133,6.77,192.93,945.02,133.0,-885.09,-40.34,-24.27,-8.62,-13.36,False,
518,2026-09-18T00:29:36.250951,30,0.05,0.06,2.0,120,133,7.52,208.7,946.5,133.0,-870.8,-39.8,-23.78,-8.48,-13.28,False,
519,2026-09-18T00:29:36.513379,30,0.05,0.06,2.0,180,133,7.52,208.7,946.5,133.0,-870.8,-39.8,-23.78,-8.48,-13.28,False,
520,2026-09-18T00:29:36.769870,30,0.05,0.06,2.0,240,133,7.52,208.7,946.5,133.0,-870.8,-39.8,-23.78,-8.48,-13.28,False,
521,2026-09-18T00:29:37.032402,30,0.05,0.06,2.5,60,51,9.8,99.67,373.13,51.0,-324.46,-16.82,-15.19,-3.16,-11.05,False,
522,2026-09-18T00:29:37.297280,30,0.05,0.06,2.5,120,51,11.76,115.51,373.89,51.0,-309.39,-16.07,-13.34,-3.01,-10.52,False,
523,2026-09-18T00:29:37.555798,30,0.05,0.06,2.5,180,51,11.76,115.51,373.89,51.0,-309.39,-16.07,-13.34,-3.01,-10.52,False,
524,2026-09-18T00:29:37.804724,30,0.05,0.06,2.5,240,51,11.76,115.51,373.89,51.0,-309.39,-16.07,-13.34,-3.01,-10.52,False,
525,2026-09-18T00:29:38.071022,30,0.05,0.06,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
526,2026-09-18T00:29:38.340260,30,0.05,0.06,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
527,2026-09-18T00:29:38.601774,30,0.05,0.06,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
528,2026-09-18T00:29:38.868036,30,0.05,0.06,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
529,2026-09-18T00:29:39.113363,30,0.07,0.02,1.5,60,497,5.03,394.51,3072.69,497.0,-3175.17,-87.93,-60.94,-30.88,-15.37,False,
530,2026-09-18T00:29:39.363060,30,0.07,0.02,1.5,120,496,5.24,410.34,3071.96,496.0,-3157.62,-87.76,-59.58,-30.7,-15.35,False,
531,2026-09-18T00:29:39.596514,30,0.07,0.02,1.5,180,496,5.24,410.34,3071.96,496.0,-3157.62,-87.76,-59.58,-30.7,-15.35,False,
532,2026-09-18T00:29:39.844069,30,0.07,0.02,1.5,240,496,5.24,410.34,3071.96,496.0,-3157.62,-87.76,-59.58,-30.7,-15.35,False,
533,2026-09-18T00:29:40.110911,30,0.07,0.02,2.0,60,133,6.77,192.91,945.02,133.0,-885.11,-40.34,-24.27,-8.62,-13.36,False,
534,2026-09-18T00:29:40.376683,30,0.07,0.02,2.0,120,133,7.52,208.69,946.5,133.0,-870.81,-39.8,-23.78,-8.48,-13.28,False,
535,2026-09-18T00:29:40.630889,30,0.07,0.02,2.0,180,133,7.52,208.69,946.5,133.0,-870.81,-39.8,-23.78,-8.48,-13.28,False,
536,2026-09-18T00:29:40.889664,30,0.07,0.02,2.0,240,133,7.52,208.69,946.5,133.0,-870.81,-39.8,-23.78,-8.48,-13.28,False,
537,2026-09-18T00:29:41.158869,30,0.07,0.02,2.5,60,51,9.8,99.65,373.12,51.0,-324.47,-16.82,-15.2,-3.16,-11.05,False,
538,2026-09-18T00:29:41.428841,30,0.07,0.02,2.5,120,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
539,2026-09-18T00:29:41.690059,30,0.07,0.02,2.5,180,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
540,2026-09-18T00:29:41.956313,30,0.07,0.02,2.5,240,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
541,2026-09-18T00:29:42.218163,30,0.07,0.02,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
542,2026-09-18T00:29:42.485726,30,0.07,0.02,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
543,2026-09-18T00:29:42.748220,30,0.07,0.02,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
544,2026-09-18T00:29:43.015837,30,0.07,0.02,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
545,2026-09-18T00:29:43.263258,30,0.07,0.04,1.5,60,497,5.03,394.51,3072.69,497.0,-3175.17,-87.93,-60.94,-30.88,-15.37,False,
546,2026-09-18T00:29:43.510569,30,0.07,0.04,1.5,120,496,5.24,410.34,3071.96,496.0,-3157.62,-87.76,-59.58,-30.7,-15.35,False,
547,2026-09-18T00:29:43.751474,30,0.07,0.04,1.5,180,496,5.24,410.34,3071.96,496.0,-3157.62,-87.76,-59.58,-30.7,-15.35,False,
548,2026-09-18T00:29:43.997664,30,0.07,0.04,1.5,240,496,5.24,410.34,3071.96,496.0,-3157.62,-87.76,-59.58,-30.7,-15.35,False,
549,2026-09-18T00:29:44.260494,30,0.07,0.04,2.0,60,133,6.77,192.91,945.02,133.0,-885.11,-40.34,-24.27,-8.62,-13.36,False,
550,2026-09-18T00:29:44.520716,30,0.07,0.04,2.0,120,133,7.52,208.69,946.5,133.0,-870.81,-39.8,-23.78,-8.48,-13.28,False,
551,2026-09-18T00:29:44.777487,30,0.07,0.04,2.0,180,133,7.52,208.69,946.5,133.0,-870.81,-39.8,-23.78,-8.48,-13.28,False,
552,2026-09-18T00:29:45.040494,30,0.07,0.04,2.0,240,133,7.52,208.69,946.5,133.0,-870.81,-39.8,-23.78,-8.48,-13.28,False,
553,2026-09-18T00:29:45.297130,30,0.07,0.04,2.5,60,51,9.8,99.65,373.12,51.0,-324.47,-16.82,-15.2,-3.16,-11.05,False,
554,2026-09-18T00:29:45.556065,30,0.07,0.04,2.5,120,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
555,2026-09-18T00:29:45.814901,30,0.07,0.04,2.5,180,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
556,2026-09-18T00:29:46.073538,30,0.07,0.04,2.5,240,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
557,2026-09-18T00:29:46.339712,30,0.07,0.04,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
558,2026-09-18T00:29:46.597545,30,0.07,0.04,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
559,2026-09-18T00:29:46.864462,30,0.07,0.04,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
560,2026-09-18T00:29:47.128800,30,0.07,0.04,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
561,2026-09-18T00:29:47.376041,30,0.07,0.06,1.5,60,497,5.03,394.51,3072.69,497.0,-3175.17,-87.93,-60.94,-30.88,-15.37,False,
562,2026-09-18T00:29:47.617990,30,0.07,0.06,1.5,120,496,5.24,410.34,3071.96,496.0,-3157.62,-87.76,-59.58,-30.7,-15.35,False,
563,2026-09-18T00:29:47.860615,30,0.07,0.06,1.5,180,496,5.24,410.34,3071.96,496.0,-3157.62,-87.76,-59.58,-30.7,-15.35,False,
564,2026-09-18T00:29:48.108275,30,0.07,0.06,1.5,240,496,5.24,410.34,3071.96,496.0,-3157.62,-87.76,-59.58,-30.7,-15.35,False,
565,2026-09-18T00:29:48.366798,30,0.07,0.06,2.0,60,133,6.77,192.91,945.02,133.0,-885.11,-40.34,-24.27,-8.62,-13.36,False,
566,2026-09-18T00:29:48.618549,30,0.07,0.06,2.0,120,133,7.52,208.69,946.5,133.0,-870.81,-39.8,-23.78,-8.48,-13.28,False,
567,2026-09-18T00:29:48.876990,30,0.07,0.06,2.0,180,133,7.52,208.69,946.5,133.0,-870.81,-39.8,-23.78,-8.48,-13.28,False,
568,2026-09-18T00:29:49.139543,30,0.07,0.06,2.0,240,133,7.52,208.69,946.5,133.0,-870.81,-39.8,-23.78,-8.48,-13.28,False,
569,2026-09-18T00:29:49.403756,30,0.07,0.06,2.5,60,51,9.8,99.65,373.12,51.0,-324.47,-16.82,-15.2,-3.16,-11.05,False,
570,2026-09-18T00:29:49.663185,30,0.07,0.06,2.5,120,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
571,2026-09-18T00:29:49.926833,30,0.07,0.06,2.5,180,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
572,2026-09-18T00:29:50.192886,30,0.07,0.06,2.5,240,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
573,2026-09-18T00:29:50.461014,30,0.07,0.06,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
574,2026-09-18T00:29:50.720129,30,0.07,0.06,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
575,2026-09-18T00:29:50.988485,30,0.07,0.06,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
576,2026-09-18T00:29:51.251977,30,0.07,0.06,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
577,2026-09-18T00:29:51.512418,30,0.09,0.02,1.5,60,494,5.06,394.68,3057.58,494.0,-3156.9,-87.75,-59.34,-30.69,-15.35,False,
578,2026-09-18T00:29:51.763525,30,0.09,0.02,1.5,120,493,5.27,410.4,3056.81,493.0,-3139.41,-87.57,-58.09,-30.51,-15.33,False,
579,2026-09-18T00:29:51.990707,30,0.09,0.02,1.5,180,493,5.27,410.4,3056.81,493.0,-3139.41,-87.57,-58.09,-30.51,-15.33,False,
580,2026-09-18T00:29:52.238410,30,0.09,0.02,1.5,240,493,5.27,410.4,3056.81,493.0,-3139.41,-87.57,-58.09,-30.51,-15.33,False,
581,2026-09-18T00:29:52.503424,30,0.09,0.02,2.0,60,132,6.82,192.92,938.28,132.0,-877.36,-40.05,-24.25,-8.55,-13.36,False,
582,2026-09-18T00:29:52.764529,30,0.09,0.02,2.0,120,132,7.58,208.69,939.75,132.0,-863.06,-39.51,-23.76,-8.4,-13.28,False,
583,2026-09-18T00:29:53.023183,30,0.09,0.02,2.0,180,132,7.58,208.69,939.75,132.0,-863.06,-39.51,-23.76,-8.4,-13.28,False,
584,2026-09-18T00:29:53.283969,30,0.09,0.02,2.0,240,132,7.58,208.69,939.75,132.0,-863.06,-39.51,-23.76,-8.4,-13.28,False,
585,2026-09-18T00:29:53.543351,30,0.09,0.02,2.5,60,51,9.8,99.65,373.12,51.0,-324.47,-16.82,-15.2,-3.16,-11.05,False,
586,2026-09-18T00:29:53.803739,30,0.09,0.02,2.5,120,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
587,2026-09-18T00:29:54.067351,30,0.09,0.02,2.5,180,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
588,2026-09-18T00:29:54.333000,30,0.09,0.02,2.5,240,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
589,2026-09-18T00:29:54.593866,30,0.09,0.02,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
590,2026-09-18T00:29:54.854927,30,0.09,0.02,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
591,2026-09-18T00:29:55.113649,30,0.09,0.02,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
592,2026-09-18T00:29:55.379851,30,0.09,0.02,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
593,2026-09-18T00:29:55.623164,30,0.09,0.04,1.5,60,494,5.06,394.68,3057.58,494.0,-3156.9,-87.75,-59.34,-30.69,-15.35,False,
594,2026-09-18T00:29:55.863184,30,0.09,0.04,1.5,120,493,5.27,410.4,3056.81,493.0,-3139.41,-87.57,-58.09,-30.51,-15.33,False,
595,2026-09-18T00:29:56.109177,30,0.09,0.04,1.5,180,493,5.27,410.4,3056.81,493.0,-3139.41,-87.57,-58.09,-30.51,-15.33,False,
596,2026-09-18T00:29:56.357339,30,0.09,0.04,1.5,240,493,5.27,410.4,3056.81,493.0,-3139.41,-87.57,-58.09,-30.51,-15.33,False,
597,2026-09-18T00:29:56.609043,30,0.09,0.04,2.0,60,132,6.82,192.92,938.28,132.0,-877.36,-40.05,-24.25,-8.55,-13.36,False,
598,2026-09-18T00:29:56.871657,30,0.09,0.04,2.0,120,132,7.58,208.69,939.75,132.0,-863.06,-39.51,-23.76,-8.4,-13.28,False,
599,2026-09-18T00:29:57.134369,30,0.09,0.04,2.0,180,132,7.58,208.69,939.75,132.0,-863.06,-39.51,-23.76,-8.4,-13.28,False,
600,2026-09-18T00:29:57.396945,30,0.09,0.04,2.0,240,132,7.58,208.69,939.75,132.0,-863.06,-39.51,-23.76,-8.4,-13.28,False,
601,2026-09-18T00:29:57.658502,30,0.09,0.04,2.5,60,51,9.8,99.65,373.12,51.0,-324.47,-16.82,-15.2,-3.16,-11.05,False,
602,2026-09-18T00:29:57.915497,30,0.09,0.04,2.5,120,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
603,2026-09-18T00:29:58.182411,30,0.09,0.04,2.5,180,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
604,2026-09-18T00:29:58.449032,30,0.09,0.04,2.5,240,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
605,2026-09-18T00:29:58.712088,30,0.09,0.04,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
606,2026-09-18T00:29:58.979570,30,0.09,0.04,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
607,2026-09-18T00:29:59.241962,30,0.09,0.04,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
608,2026-09-18T00:29:59.509449,30,0.09,0.04,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
609,2026-09-18T00:29:59.749596,30,0.09,0.06,1.5,60,494,5.06,394.68,3057.58,494.0,-3156.9,-87.75,-59.34,-30.69,-15.35,False,
610,2026-09-18T00:29:59.996655,30,0.09,0.06,1.5,120,493,5.27,410.4,3056.81,493.0,-3139.41,-87.57,-58.09,-30.51,-15.33,False,
611,2026-09-18T00:30:00.241087,30,0.09,0.06,1.5,180,493,5.27,410.4,3056.81,493.0,-3139.41,-87.57,-58.09,-30.51,-15.33,False,
612,2026-09-18T00:30:00.488891,30,0.09,0.06,1.5,240,493,5.27,410.4,3056.81,493.0,-3139.41,-87.57,-58.09,-30.51,-15.33,False,
613,2026-09-18T00:30:00.743499,30,0.09,0.06,2.0,60,132,6.82,192.92,938.28,132.0,-877.36,-40.05,-24.25,-8.55,-13.36,False,
614,2026-09-18T00:30:01.002719,30,0.09,0.06,2.0,120,132,7.58,208.69,939.75,132.0,-863.06,-39.51,-23.76,-8.4,-13.28,False,
615,2026-09-18T00:30:01.265682,30,0.09,0.06,2.0,180,132,7.58,208.69,939.75,132.0,-863.06,-39.51,-23.76,-8.4,-13.28,False,
616,2026-09-18T00:30:01.523602,30,0.09,0.06,2.0,240,132,7.58,208.69,939.75,132.0,-863.06,-39.51,-23.76,-8.4,-13.28,False,
617,2026-09-18T00:30:01.786267,30,0.09,0.06,2.5,60,51,9.8,99.65,373.12,51.0,-324.47,-16.82,-15.2,-3.16,-11.05,False,
618,2026-09-18T00:30:02.051169,30,0.09,0.06,2.5,120,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
619,2026-09-18T00:30:02.311638,30,0.09,0.06,2.5,180,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
620,2026-09-18T00:30:02.571522,30,0.09,0.06,2.5,240,51,11.76,115.49,373.89,51.0,-309.4,-16.07,-13.34,-3.01,-10.52,False,
621,2026-09-18T00:30:02.834823,30,0.09,0.06,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
622,2026-09-18T00:30:03.105014,30,0.09,0.06,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
623,2026-09-18T00:30:03.368888,30,0.09,0.06,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
624,2026-09-18T00:30:03.626858,30,0.09,0.06,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
625,2026-09-18T00:30:03.876616,30,0.12,0.02,1.5,60,489,5.11,395.2,3032.86,489.0,-3126.66,-87.43,-57.35,-30.38,-15.31,False,
626,2026-09-18T00:30:04.126296,30,0.12,0.02,1.5,120,487,5.34,411.25,3027.18,487.0,-3102.93,-87.18,-55.44,-30.14,-15.27,False,
627,2026-09-18T00:30:04.374100,30,0.12,0.02,1.5,180,487,5.34,411.25,3027.18,487.0,-3102.93,-87.18,-55.44,-30.14,-15.27,False,
628,2026-09-18T00:30:04.617311,30,0.12,0.02,1.5,240,487,5.34,411.25,3027.18,487.0,-3102.93,-87.18,-55.44,-30.14,-15.27,False,
629,2026-09-18T00:30:04.879437,30,0.12,0.02,2.0,60,130,6.92,192.88,924.83,130.0,-861.95,-39.46,-22.69,-8.39,-13.16,False,
630,2026-09-18T00:30:05.141732,30,0.12,0.02,2.0,120,130,7.69,209.2,926.33,130.0,-847.13,-38.9,-22.22,-8.24,-13.07,False,
